applicant_id,count,default_rate,feature,pays,secteur_activite,zone,date_demande
FIN-1011-1807,1,1.0,applicant_id,,,,
FIN-1039-1634,1,1.0,applicant_id,,,,
FIN-1039-1632,1,1.0,applicant_id,,,,
FIN-1011-1819,1,1.0,applicant_id,,,,
FIN-1011-1820,1,1.0,applicant_id,,,,
FIN-1011-1784,1,1.0,applicant_id,,,,
FIN-1011-1664,1,1.0,applicant_id,,,,
FIN-1011-1669,1,1.0,applicant_id,,,,
FIN-1011-1678,1,1.0,applicant_id,,,,
FIN-1011-1680,1,1.0,applicant_id,,,,
FIN-1011-1685,1,1.0,applicant_id,,,,
FIN-1011-1690,1,1.0,applicant_id,,,,
FIN-1011-1693,1,1.0,applicant_id,,,,
FIN-1039-1731,1,1.0,applicant_id,,,,
FIN-1011-1735,1,1.0,applicant_id,,,,
FIN-1011-1709,1,1.0,applicant_id,,,,
FIN-1011-1710,1,1.0,applicant_id,,,,
FIN-1039-1720,1,1.0,applicant_id,,,,
FIN-1039-1717,1,1.0,applicant_id,,,,
FIN-1039-1715,1,1.0,applicant_id,,,,
FIN-1039-1711,1,1.0,applicant_id,,,,
FIN-1011-1723,1,1.0,applicant_id,,,,
FIN-1011-1729,1,1.0,applicant_id,,,,
FIN-1039-1700,1,1.0,applicant_id,,,,
FIN-1011-1705,1,1.0,applicant_id,,,,
FIN-1039-1538,1,1.0,applicant_id,,,,
FIN-1011-1925,1,1.0,applicant_id,,,,
FIN-1039-1534,1,1.0,applicant_id,,,,
FIN-1011-1933,1,1.0,applicant_id,,,,
FIN-1011-1944,1,1.0,applicant_id,,,,
FIN-1039-1520,1,1.0,applicant_id,,,,
FIN-1039-1510,1,1.0,applicant_id,,,,
FIN-1039-1502,1,1.0,applicant_id,,,,
FIN-1011-1821,1,1.0,applicant_id,,,,
FIN-1011-1969,1,1.0,applicant_id,,,,
FIN-1039-1497,1,1.0,applicant_id,,,,
FIN-1011-1973,1,1.0,applicant_id,,,,
FIN-1011-1974,1,1.0,applicant_id,,,,
FIN-1039-1492,1,1.0,applicant_id,,,,
FIN-1011-1980,1,1.0,applicant_id,,,,
FIN-1011-1982,1,1.0,applicant_id,,,,
FIN-1039-1486,1,1.0,applicant_id,,,,
FIN-1011-1990,1,1.0,applicant_id,,,,
FIN-1011-1965,1,1.0,applicant_id,,,,
FIN-1039-1628,1,1.0,applicant_id,,,,
FIN-1011-1827,1,1.0,applicant_id,,,,
FIN-1039-1622,1,1.0,applicant_id,,,,
FIN-1011-1838,1,1.0,applicant_id,,,,
FIN-1011-1843,1,1.0,applicant_id,,,,
FIN-1011-1845,1,1.0,applicant_id,,,,
FIN-1011-1851,1,1.0,applicant_id,,,,
FIN-1039-1592,1,1.0,applicant_id,,,,
FIN-1039-1576,1,1.0,applicant_id,,,,
FIN-1039-1544,1,1.0,applicant_id,,,,
FIN-1039-1571,1,1.0,applicant_id,,,,
FIN-1039-1569,1,1.0,applicant_id,,,,
FIN-1039-1566,1,1.0,applicant_id,,,,
FIN-1039-1565,1,1.0,applicant_id,,,,
FIN-1011-1900,1,1.0,applicant_id,,,,
FIN-1011-1906,1,1.0,applicant_id,,,,
FIN-1011-1911,1,1.0,applicant_id,,,,
FIN-1011-1913,1,1.0,applicant_id,,,,
FIN-1011-1917,1,1.0,applicant_id,,,,
FIN-1039-1574,1,1.0,applicant_id,,,,
FIN-1038-1885,1,1.0,applicant_id,,,,
FIN-1012-1685,1,1.0,applicant_id,,,,
FIN-1038-1877,1,1.0,applicant_id,,,,
FIN-1012-1689,1,1.0,applicant_id,,,,
FIN-1012-1691,1,1.0,applicant_id,,,,
FIN-1012-1693,1,1.0,applicant_id,,,,
FIN-1038-1869,1,1.0,applicant_id,,,,
FIN-1012-1699,1,1.0,applicant_id,,,,
FIN-1012-1306,1,1.0,applicant_id,,,,
FIN-1038-1864,1,1.0,applicant_id,,,,
FIN-1012-1706,1,1.0,applicant_id,,,,
FIN-1012-1707,1,1.0,applicant_id,,,,
FIN-1038-1859,1,1.0,applicant_id,,,,
FIN-1012-1713,1,1.0,applicant_id,,,,
FIN-1038-1855,1,1.0,applicant_id,,,,
FIN-1012-1718,1,1.0,applicant_id,,,,
FIN-1012-1719,1,1.0,applicant_id,,,,
FIN-1012-1731,1,1.0,applicant_id,,,,
FIN-1038-1866,1,1.0,applicant_id,,,,
FIN-1038-1939,1,1.0,applicant_id,,,,
FIN-1038-1936,1,1.0,applicant_id,,,,
FIN-1038-1933,1,1.0,applicant_id,,,,
FIN-1012-1625,1,1.0,applicant_id,,,,
FIN-1038-1925,1,1.0,applicant_id,,,,
FIN-1038-1923,1,1.0,applicant_id,,,,
FIN-1038-1922,1,1.0,applicant_id,,,,
FIN-1012-1635,1,1.0,applicant_id,,,,
FIN-1038-1886,1,1.0,applicant_id,,,,
FIN-1012-1638,1,1.0,applicant_id,,,,
FIN-1038-1915,1,1.0,applicant_id,,,,
FIN-1012-1645,1,1.0,applicant_id,,,,
FIN-1038-1906,1,1.0,applicant_id,,,,
FIN-1038-1903,1,1.0,applicant_id,,,,
FIN-1012-1661,1,1.0,applicant_id,,,,
FIN-1012-1662,1,1.0,applicant_id,,,,
FIN-1012-1665,1,1.0,applicant_id,,,,
FIN-1038-1892,1,1.0,applicant_id,,,,
FIN-1012-1636,1,1.0,applicant_id,,,,
FIN-1038-1767,1,1.0,applicant_id,,,,
FIN-1012-1825,1,1.0,applicant_id,,,,
FIN-1038-1756,1,1.0,applicant_id,,,,
FIN-1012-1849,1,1.0,applicant_id,,,,
FIN-1038-1735,1,1.0,applicant_id,,,,
FIN-1012-1857,1,1.0,applicant_id,,,,
FIN-1038-1727,1,1.0,applicant_id,,,,
FIN-1038-1719,1,1.0,applicant_id,,,,
FIN-1012-1733,1,1.0,applicant_id,,,,
FIN-1038-1710,1,1.0,applicant_id,,,,
FIN-1012-1883,1,1.0,applicant_id,,,,
FIN-1038-1708,1,1.0,applicant_id,,,,
FIN-1038-1703,1,1.0,applicant_id,,,,
FIN-1038-1693,1,1.0,applicant_id,,,,
FIN-1038-1681,1,1.0,applicant_id,,,,
FIN-1012-1912,1,1.0,applicant_id,,,,
FIN-1038-1678,1,1.0,applicant_id,,,,
FIN-1012-1916,1,1.0,applicant_id,,,,
FIN-1038-1715,1,1.0,applicant_id,,,,
FIN-1012-1734,1,1.0,applicant_id,,,,
FIN-1012-1746,1,1.0,applicant_id,,,,
FIN-1038-1820,1,1.0,applicant_id,,,,
FIN-1038-1819,1,1.0,applicant_id,,,,
FIN-1012-1759,1,1.0,applicant_id,,,,
FIN-1038-1818,1,1.0,applicant_id,,,,
FIN-1038-1816,1,1.0,applicant_id,,,,
FIN-1012-1763,1,1.0,applicant_id,,,,
FIN-1012-1776,1,1.0,applicant_id,,,,
FIN-1012-1814,1,1.0,applicant_id,,,,
FIN-1038-1799,1,1.0,applicant_id,,,,
FIN-1012-1784,1,1.0,applicant_id,,,,
FIN-1038-1791,1,1.0,applicant_id,,,,
FIN-1012-1792,1,1.0,applicant_id,,,,
FIN-1012-1800,1,1.0,applicant_id,,,,
FIN-1012-1801,1,1.0,applicant_id,,,,
FIN-1038-1780,1,1.0,applicant_id,,,,
FIN-1012-1806,1,1.0,applicant_id,,,,
FIN-1012-1809,1,1.0,applicant_id,,,,
FIN-1012-1779,1,1.0,applicant_id,,,,
FIN-1012-1370,1,1.0,applicant_id,,,,
FIN-1039-1147,1,1.0,applicant_id,,,,
FIN-1039-1140,1,1.0,applicant_id,,,,
FIN-1012-1386,1,1.0,applicant_id,,,,
FIN-1012-1387,1,1.0,applicant_id,,,,
FIN-1012-1391,1,1.0,applicant_id,,,,
FIN-1039-1133,1,1.0,applicant_id,,,,
FIN-1039-1131,1,1.0,applicant_id,,,,
FIN-1012-1611,1,1.0,applicant_id,,,,
FIN-1012-1405,1,1.0,applicant_id,,,,
FIN-1012-1407,1,1.0,applicant_id,,,,
FIN-1012-1409,1,1.0,applicant_id,,,,
FIN-1012-1416,1,1.0,applicant_id,,,,
FIN-1012-1420,1,1.0,applicant_id,,,,
FIN-1012-1422,1,1.0,applicant_id,,,,
FIN-1039-1102,1,1.0,applicant_id,,,,
FIN-1039-1098,1,1.0,applicant_id,,,,
FIN-1039-1093,1,1.0,applicant_id,,,,
FIN-1039-1122,1,1.0,applicant_id,,,,
FIN-1039-1204,1,1.0,applicant_id,,,,
FIN-1039-1203,1,1.0,applicant_id,,,,
FIN-1012-1311,1,1.0,applicant_id,,,,
FIN-1039-1200,1,1.0,applicant_id,,,,
FIN-1039-1188,1,1.0,applicant_id,,,,
FIN-1012-1325,1,1.0,applicant_id,,,,
FIN-1012-1330,1,1.0,applicant_id,,,,
FIN-1039-1182,1,1.0,applicant_id,,,,
FIN-1012-1368,1,1.0,applicant_id,,,,
FIN-1012-1342,1,1.0,applicant_id,,,,
FIN-1012-1343,1,1.0,applicant_id,,,,
FIN-1012-1348,1,1.0,applicant_id,,,,
FIN-1039-1166,1,1.0,applicant_id,,,,
FIN-1012-1354,1,1.0,applicant_id,,,,
FIN-1012-1357,1,1.0,applicant_id,,,,
FIN-1039-1161,1,1.0,applicant_id,,,,
FIN-1012-1365,1,1.0,applicant_id,,,,
FIN-1039-1154,1,1.0,applicant_id,,,,
FIN-1039-1178,1,1.0,applicant_id,,,,
FIN-1039-1015,1,1.0,applicant_id,,,,
FIN-1039-1011,1,1.0,applicant_id,,,,
FIN-1039-1005,1,1.0,applicant_id,,,,
FIN-1038-1995,1,1.0,applicant_id,,,,
FIN-1012-1552,1,1.0,applicant_id,,,,
FIN-1012-1554,1,1.0,applicant_id,,,,
FIN-1038-1991,1,1.0,applicant_id,,,,
FIN-1038-1987,1,1.0,applicant_id,,,,
FIN-1039-1091,1,1.0,applicant_id,,,,
FIN-1038-1975,1,1.0,applicant_id,,,,
FIN-1012-1574,1,1.0,applicant_id,,,,
FIN-1012-1576,1,1.0,applicant_id,,,,
FIN-1012-1580,1,1.0,applicant_id,,,,
FIN-1038-1955,1,1.0,applicant_id,,,,
FIN-1012-1603,1,1.0,applicant_id,,,,
FIN-1012-1605,1,1.0,applicant_id,,,,
FIN-1012-1608,1,1.0,applicant_id,,,,
FIN-1038-1942,1,1.0,applicant_id,,,,
FIN-1038-1982,1,1.0,applicant_id,,,,
FIN-1012-1443,1,1.0,applicant_id,,,,
FIN-1012-1446,1,1.0,applicant_id,,,,
FIN-1012-1452,1,1.0,applicant_id,,,,
FIN-1039-1080,1,1.0,applicant_id,,,,
FIN-1039-1077,1,1.0,applicant_id,,,,
FIN-1012-1458,1,1.0,applicant_id,,,,
FIN-1012-1464,1,1.0,applicant_id,,,,
FIN-1039-1068,1,1.0,applicant_id,,,,
FIN-1012-1479,1,1.0,applicant_id,,,,
FIN-1012-1528,1,1.0,applicant_id,,,,
FIN-1039-1043,1,1.0,applicant_id,,,,
FIN-1012-1499,1,1.0,applicant_id,,,,
FIN-1012-1502,1,1.0,applicant_id,,,,
FIN-1012-1505,1,1.0,applicant_id,,,,
FIN-1012-1512,1,1.0,applicant_id,,,,
FIN-1012-1516,1,1.0,applicant_id,,,,
FIN-1012-1522,1,1.0,applicant_id,,,,
FIN-1039-1018,1,1.0,applicant_id,,,,
FIN-1012-1526,1,1.0,applicant_id,,,,
FIN-1039-1051,1,1.0,applicant_id,,,,
FIN-1010-1783,1,1.0,applicant_id,,,,
FIN-1040-1529,1,1.0,applicant_id,,,,
FIN-1010-1786,1,1.0,applicant_id,,,,
FIN-1010-1790,1,1.0,applicant_id,,,,
FIN-1040-1525,1,1.0,applicant_id,,,,
FIN-1040-1523,1,1.0,applicant_id,,,,
FIN-1040-1512,1,1.0,applicant_id,,,,
FIN-1040-1509,1,1.0,applicant_id,,,,
FIN-1039-1760,1,1.0,applicant_id,,,,
FIN-1010-1813,1,1.0,applicant_id,,,,
FIN-1010-1819,1,1.0,applicant_id,,,,
FIN-1040-1499,1,1.0,applicant_id,,,,
FIN-1010-1822,1,1.0,applicant_id,,,,
FIN-1040-1497,1,1.0,applicant_id,,,,
FIN-1040-1496,1,1.0,applicant_id,,,,
FIN-1040-1489,1,1.0,applicant_id,,,,
FIN-1040-1486,1,1.0,applicant_id,,,,
FIN-1010-1835,1,1.0,applicant_id,,,,
FIN-1010-1809,1,1.0,applicant_id,,,,
FIN-1040-1608,1,1.0,applicant_id,,,,
FIN-1010-1694,1,1.0,applicant_id,,,,
FIN-1010-1710,1,1.0,applicant_id,,,,
FIN-1010-1714,1,1.0,applicant_id,,,,
FIN-1010-1716,1,1.0,applicant_id,,,,
FIN-1040-1572,1,1.0,applicant_id,,,,
FIN-1010-1733,1,1.0,applicant_id,,,,
FIN-1040-1571,1,1.0,applicant_id,,,,
FIN-1010-1782,1,1.0,applicant_id,,,,
FIN-1010-1746,1,1.0,applicant_id,,,,
FIN-1040-1559,1,1.0,applicant_id,,,,
FIN-1010-1751,1,1.0,applicant_id,,,,
FIN-1040-1545,1,1.0,applicant_id,,,,
FIN-1010-1765,1,1.0,applicant_id,,,,
FIN-1010-1768,1,1.0,applicant_id,,,,
FIN-1040-1540,1,1.0,applicant_id,,,,
FIN-1040-1534,1,1.0,applicant_id,,,,
FIN-1010-1781,1,1.0,applicant_id,,,,
FIN-1010-1738,1,1.0,applicant_id,,,,
FIN-1040-1429,1,1.0,applicant_id,,,,
FIN-1040-1426,1,1.0,applicant_id,,,,
FIN-1040-1424,1,1.0,applicant_id,,,,
FIN-1010-1909,1,1.0,applicant_id,,,,
FIN-1010-1913,1,1.0,applicant_id,,,,
FIN-1010-1914,1,1.0,applicant_id,,,,
FIN-1040-1418,1,1.0,applicant_id,,,,
FIN-1040-1415,1,1.0,applicant_id,,,,
FIN-1010-1842,1,1.0,applicant_id,,,,
FIN-1010-1922,1,1.0,applicant_id,,,,
FIN-1010-1926,1,1.0,applicant_id,,,,
FIN-1040-1408,1,1.0,applicant_id,,,,
FIN-1010-1932,1,1.0,applicant_id,,,,
FIN-1040-1399,1,1.0,applicant_id,,,,
FIN-1010-1946,1,1.0,applicant_id,,,,
FIN-1010-1953,1,1.0,applicant_id,,,,
FIN-1040-1377,1,1.0,applicant_id,,,,
FIN-1040-1371,1,1.0,applicant_id,,,,
FIN-1040-1412,1,1.0,applicant_id,,,,
FIN-1010-1843,1,1.0,applicant_id,,,,
FIN-1040-1477,1,1.0,applicant_id,,,,
FIN-1040-1476,1,1.0,applicant_id,,,,
FIN-1040-1474,1,1.0,applicant_id,,,,
FIN-1040-1473,1,1.0,applicant_id,,,,
FIN-1010-1852,1,1.0,applicant_id,,,,
FIN-1010-1858,1,1.0,applicant_id,,,,
FIN-1040-1464,1,1.0,applicant_id,,,,
FIN-1010-1863,1,1.0,applicant_id,,,,
FIN-1040-1436,1,1.0,applicant_id,,,,
FIN-1040-1459,1,1.0,applicant_id,,,,
FIN-1040-1458,1,1.0,applicant_id,,,,
FIN-1040-1455,1,1.0,applicant_id,,,,
FIN-1040-1454,1,1.0,applicant_id,,,,
FIN-1010-1874,1,1.0,applicant_id,,,,
FIN-1040-1450,1,1.0,applicant_id,,,,
FIN-1010-1884,1,1.0,applicant_id,,,,
FIN-1010-1885,1,1.0,applicant_id,,,,
FIN-1010-1890,1,1.0,applicant_id,,,,
FIN-1040-1460,1,1.0,applicant_id,,,,
FIN-1010-1407,1,1.0,applicant_id,,,,
FIN-1040-1858,1,1.0,applicant_id,,,,
FIN-1040-1855,1,1.0,applicant_id,,,,
FIN-1040-1853,1,1.0,applicant_id,,,,
FIN-1010-1414,1,1.0,applicant_id,,,,
FIN-1040-1852,1,1.0,applicant_id,,,,
FIN-1010-1417,1,1.0,applicant_id,,,,
FIN-1040-1844,1,1.0,applicant_id,,,,
FIN-1010-1689,1,1.0,applicant_id,,,,
FIN-1040-1840,1,1.0,applicant_id,,,,
FIN-1010-1433,1,1.0,applicant_id,,,,
FIN-1040-1832,1,1.0,applicant_id,,,,
FIN-1010-1441,1,1.0,applicant_id,,,,
FIN-1040-1824,1,1.0,applicant_id,,,,
FIN-1010-1451,1,1.0,applicant_id,,,,
FIN-1010-1452,1,1.0,applicant_id,,,,
FIN-1010-1469,1,1.0,applicant_id,,,,
FIN-1040-1796,1,1.0,applicant_id,,,,
FIN-1040-1841,1,1.0,applicant_id,,,,
FIN-1010-1328,1,1.0,applicant_id,,,,
FIN-1010-1329,1,1.0,applicant_id,,,,
FIN-1040-1926,1,1.0,applicant_id,,,,
FIN-1010-1334,1,1.0,applicant_id,,,,
FIN-1040-1923,1,1.0,applicant_id,,,,
FIN-1010-1342,1,1.0,applicant_id,,,,
FIN-1010-1343,1,1.0,applicant_id,,,,
FIN-1040-1915,1,1.0,applicant_id,,,,
FIN-1040-1869,1,1.0,applicant_id,,,,
FIN-1040-1909,1,1.0,applicant_id,,,,
FIN-1010-1352,1,1.0,applicant_id,,,,
FIN-1040-1905,1,1.0,applicant_id,,,,
FIN-1010-1357,1,1.0,applicant_id,,,,
FIN-1010-1359,1,1.0,applicant_id,,,,
FIN-1010-1362,1,1.0,applicant_id,,,,
FIN-1040-1901,1,1.0,applicant_id,,,,
FIN-1010-1375,1,1.0,applicant_id,,,,
FIN-1040-1887,1,1.0,applicant_id,,,,
FIN-1040-1914,1,1.0,applicant_id,,,,
FIN-1040-1705,1,1.0,applicant_id,,,,
FIN-1010-1590,1,1.0,applicant_id,,,,
FIN-1040-1699,1,1.0,applicant_id,,,,
FIN-1010-1598,1,1.0,applicant_id,,,,
FIN-1040-1686,1,1.0,applicant_id,,,,
FIN-1040-1684,1,1.0,applicant_id,,,,
FIN-1010-1618,1,1.0,applicant_id,,,,
FIN-1040-1673,1,1.0,applicant_id,,,,
FIN-1040-1788,1,1.0,applicant_id,,,,
FIN-1010-1625,1,1.0,applicant_id,,,,
FIN-1040-1667,1,1.0,applicant_id,,,,
FIN-1040-1664,1,1.0,applicant_id,,,,
FIN-1010-1633,1,1.0,applicant_id,,,,
FIN-1010-1637,1,1.0,applicant_id,,,,
FIN-1010-1643,1,1.0,applicant_id,,,,
FIN-1010-1649,1,1.0,applicant_id,,,,
FIN-1040-1624,1,1.0,applicant_id,,,,
FIN-1040-1613,1,1.0,applicant_id,,,,
FIN-1010-1622,1,1.0,applicant_id,,,,
FIN-1010-1499,1,1.0,applicant_id,,,,
FIN-1040-1765,1,1.0,applicant_id,,,,
FIN-1010-1514,1,1.0,applicant_id,,,,
FIN-1040-1756,1,1.0,applicant_id,,,,
FIN-1040-1754,1,1.0,applicant_id,,,,
FIN-1040-1747,1,1.0,applicant_id,,,,
FIN-1010-1530,1,1.0,applicant_id,,,,
FIN-1010-1533,1,1.0,applicant_id,,,,
FIN-1010-1535,1,1.0,applicant_id,,,,
FIN-1010-1580,1,1.0,applicant_id,,,,
FIN-1010-1541,1,1.0,applicant_id,,,,
FIN-1010-1543,1,1.0,applicant_id,,,,
FIN-1010-1547,1,1.0,applicant_id,,,,
FIN-1040-1734,1,1.0,applicant_id,,,,
FIN-1010-1558,1,1.0,applicant_id,,,,
FIN-1010-1560,1,1.0,applicant_id,,,,
FIN-1010-1572,1,1.0,applicant_id,,,,
FIN-1010-1575,1,1.0,applicant_id,,,,
FIN-1010-1576,1,1.0,applicant_id,,,,
FIN-1010-1540,1,1.0,applicant_id,,,,
FIN-1011-1423,1,1.0,applicant_id,,,,
FIN-1039-1958,1,1.0,applicant_id,,,,
FIN-1011-1432,1,1.0,applicant_id,,,,
FIN-1039-1956,1,1.0,applicant_id,,,,
FIN-1039-1954,1,1.0,applicant_id,,,,
FIN-1039-1952,1,1.0,applicant_id,,,,
FIN-1011-1443,1,1.0,applicant_id,,,,
FIN-1011-1444,1,1.0,applicant_id,,,,
FIN-1010-1969,1,1.0,applicant_id,,,,
FIN-1011-1451,1,1.0,applicant_id,,,,
FIN-1039-1929,1,1.0,applicant_id,,,,
FIN-1039-1921,1,1.0,applicant_id,,,,
FIN-1011-1474,1,1.0,applicant_id,,,,
FIN-1011-1476,1,1.0,applicant_id,,,,
FIN-1011-1478,1,1.0,applicant_id,,,,
FIN-1039-1914,1,1.0,applicant_id,,,,
FIN-1011-1485,1,1.0,applicant_id,,,,
FIN-1039-1909,1,1.0,applicant_id,,,,
FIN-1039-1945,1,1.0,applicant_id,,,,
FIN-1011-1349,1,1.0,applicant_id,,,,
FIN-1011-1351,1,1.0,applicant_id,,,,
FIN-1040-1023,1,1.0,applicant_id,,,,
FIN-1011-1356,1,1.0,applicant_id,,,,
FIN-1040-1016,1,1.0,applicant_id,,,,
FIN-1011-1362,1,1.0,applicant_id,,,,
FIN-1011-1365,1,1.0,applicant_id,,,,
FIN-1011-1368,1,1.0,applicant_id,,,,
FIN-1039-1965,1,1.0,applicant_id,,,,
FIN-1011-1373,1,1.0,applicant_id,,,,
FIN-1040-1008,1,1.0,applicant_id,,,,
FIN-1040-1003,1,1.0,applicant_id,,,,
FIN-1039-1997,1,1.0,applicant_id,,,,
FIN-1039-1996,1,1.0,applicant_id,,,,
FIN-1011-1388,1,1.0,applicant_id,,,,
FIN-1011-1391,1,1.0,applicant_id,,,,
FIN-1011-1406,1,1.0,applicant_id,,,,
FIN-1011-1411,1,1.0,applicant_id,,,,
FIN-1011-1371,1,1.0,applicant_id,,,,
FIN-1011-1588,1,1.0,applicant_id,,,,
FIN-1039-1821,1,1.0,applicant_id,,,,
FIN-1039-1820,1,1.0,applicant_id,,,,
FIN-1011-1595,1,1.0,applicant_id,,,,
FIN-1039-1806,1,1.0,applicant_id,,,,
FIN-1011-1611,1,1.0,applicant_id,,,,
FIN-1011-1613,1,1.0,applicant_id,,,,
FIN-1039-1799,1,1.0,applicant_id,,,,
FIN-1011-1489,1,1.0,applicant_id,,,,
FIN-1011-1623,1,1.0,applicant_id,,,,
FIN-1039-1781,1,1.0,applicant_id,,,,
FIN-1011-1640,1,1.0,applicant_id,,,,
FIN-1039-1774,1,1.0,applicant_id,,,,
FIN-1011-1648,1,1.0,applicant_id,,,,
FIN-1039-1771,1,1.0,applicant_id,,,,
FIN-1011-1650,1,1.0,applicant_id,,,,
FIN-1011-1656,1,1.0,applicant_id,,,,
FIN-1039-1763,1,1.0,applicant_id,,,,
FIN-1011-1622,1,1.0,applicant_id,,,,
FIN-1039-1904,1,1.0,applicant_id,,,,
FIN-1011-1498,1,1.0,applicant_id,,,,
FIN-1011-1505,1,1.0,applicant_id,,,,
FIN-1011-1507,1,1.0,applicant_id,,,,
FIN-1039-1886,1,1.0,applicant_id,,,,
FIN-1039-1878,1,1.0,applicant_id,,,,
FIN-1039-1877,1,1.0,applicant_id,,,,
FIN-1011-1531,1,1.0,applicant_id,,,,
FIN-1011-1534,1,1.0,applicant_id,,,,
FIN-1011-1587,1,1.0,applicant_id,,,,
FIN-1011-1539,1,1.0,applicant_id,,,,
FIN-1039-1865,1,1.0,applicant_id,,,,
FIN-1011-1541,1,1.0,applicant_id,,,,
FIN-1011-1544,1,1.0,applicant_id,,,,
FIN-1011-1548,1,1.0,applicant_id,,,,
FIN-1011-1554,1,1.0,applicant_id,,,,
