applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,taux_defaut_historique,taux_remboursement_historique,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif,defaut_paiement,y_proba,y_pred,error_type,estimated_amount_xaf,estimated_cost_xaf
FIN-1048-1978,45,CMR,Artisanat,540500.0,23.0,,344.0,1,71.2,Urbain,2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,270250.0,0,0.4885136,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1019-1025,34,GAB,Service,372100.0,42.0,0.229,818.0,3,,Rural,2024-02-08,555000.0,185000.0,0.0,0.0,3.0,AllianceFin CAF 9,banque,CMR,rembourse,608.0,659.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,339.0,20.0,144000.0,117200.0,87.8,ORANGE,59.0,0,0,0,359.4834525631004,0.3149690943294813,0.0029411764705882,0.0,93025.0,0,0.3513226,0,TN_bon_client_accepte,185000.0,0.0
FIN-1030-1544,63,CMR,Agriculture,145900.0,16.0,0.203,515.0,0,,Urbain,2023-08-05,,,,,,,,,,,,,,,,,,,20.0,40400.0,34000.0,79.3,MTN,40.0,0,1,0,294.48626488965164,0.2330363262508567,,0.0,145900.0,0,0.41277295,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1046-1518,67,CMR,Artisanat,47200.0,21.0,1.526,604.0,3,45.7,Urbain,2025-03-31,175000.0,175000.0,0.0,0.0,1.0,AfriFin CMR 41,mobile_money,GAB,rembourse,692.0,1096.0,0.0,1.0,0.0,0.0,0.0,1.0,1839.0,8.0,23400.0,20100.0,52.2,ORANGE,42.0,0,0,0,196.334646039204,0.4258474576271186,0.0005434782608695,0.526,11800.0,0,0.5909892,1,FP_bon_client_refuse,175000.0,14000.0
FIN-1037-1111,69,CMR,Agriculture,128000.0,91.0,0.13,599.0,0,,Urbain,2023-01-06,,,,,,,,,,,,,,,,,,,32.0,29300.0,17700.0,77.6,MTN,46.0,0,1,0,298.7714538927005,0.13828125,,0.0,128000.0,0,0.3554393,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1040-1771,22,CMR,Commerce,236200.0,116.0,0.399,794.0,1,98.1,Urbain,2024-05-24,1200000.0,1200000.0,0.0,0.0,1.0,AllianceFin GAB 7,microfinance,CAF,rembourse,675.0,827.0,0.0,1.0,0.0,0.0,0.0,1.0,1223.0,54.0,41600.0,35200.0,67.7,MTN,66.0,0,0,0,284.6576903327684,0.1490262489415749,0.0008169934640522,0.0,118100.0,0,0.3554662,0,TN_bon_client_accepte,1200000.0,0.0
FIN-1015-1620,42,TCD,Artisanat,80600.0,111.0,0.39,833.0,1,65.8,Urbain,2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,40300.0,0,0.40884206,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1043-1433,59,CAF,Service,286300.0,76.0,0.596,663.0,4,20.1,Peri-urbain,2024-04-13,385000.0,385000.0,0.0,0.0,1.0,NovaMoney CMR 14,banque,COG,rembourse,533.0,709.0,0.0,1.0,0.0,0.0,0.0,1.0,1084.0,53.0,111200.0,69100.0,70.9,MTN,74.0,0,0,0,306.1099072497244,0.2413552217953196,0.0009216589861751,0.0,57260.0,0,0.5889646,1,FP_bon_client_refuse,385000.0,30800.0
FIN-1039-1897,38,TCD,Agriculture,460200.0,52.0,0.335,746.0,0,55.4,Urbain,2023-04-07,210000.0,210000.0,0.0,0.0,1.0,AfriFin COG 9,microfinance,COG,rembourse,604.0,824.0,0.0,1.0,0.0,0.0,0.0,1.0,514.0,34.0,31500.0,21200.0,86.5,MTN,1.0,0,1,0,59.95723111843527,0.0460669274228596,0.0019417475728155,0.0,460200.0,0,0.36237654,0,TN_bon_client_accepte,210000.0,0.0
FIN-1048-1802,61,GAB,Artisanat,291300.0,0.0,0.114,480.0,1,87.0,Urbain,2022-07-26,200000.0,200000.0,0.0,0.0,1.0,EsperoFin TCD 25,mobile_money,GNQ,rembourse,617.0,1005.0,0.0,1.0,0.0,0.0,0.0,1.0,652.0,,,,,,,0,0,0,,,0.001531393568147,0.0,145650.0,0,0.52298015,1,FP_bon_client_refuse,200000.0,16000.0
FIN-1001-1466,23,CMR,Commerce,30000.0,25.0,0.343,675.0,1,92.4,Rural,2024-01-01,125000.0,125000.0,0.0,0.0,1.0,KamoFin GNQ 43,microfinance,CAF,rembourse,483.0,633.0,0.0,1.0,0.0,0.0,0.0,1.0,626.0,55.0,69300.0,48600.0,91.7,ORANGE,19.0,0,0,0,274.70864948490095,1.62,0.0015948963317384,0.0,15000.0,0,0.4185325,0,TN_bon_client_accepte,125000.0,0.0
FIN-1040-1970,69,CMR,Agriculture,346800.0,82.0,0.376,409.0,3,28.9,Urbain,2025-10-10,720000.0,240000.0,0.0,0.0,3.0,FondasFin TCD 33,microfinance,GAB,rembourse,556.0,705.0,0.0,3.0,0.0,0.0,0.0,1.0,284.0,,,,,,,0,0,0,,,0.0035087719298245,0.0,86700.0,0,0.49112284,0,TN_bon_client_accepte,240000.0,0.0
FIN-1007-1473,40,CMR,Elevage,121500.0,28.0,0.153,336.0,1,59.0,Urbain,2024-09-26,425000.0,141666.66666666666,0.0,0.0,3.0,NovaMoney GAB 19,banque,CMR,rembourse,461.0,916.0,0.0,3.0,0.0,0.0,0.0,1.0,655.0,28.0,49700.0,41200.0,64.7,ORANGE,62.0,0,0,0,268.0608167975322,0.3390946502057613,0.0015243902439024,0.0,60750.0,0,0.49557683,0,TN_bon_client_accepte,141666.66666666666,0.0
FIN-1031-1595,67,CAF,Artisanat,74700.0,70.0,0.27,397.0,0,14.1,Rural,2024-07-17,1560000.0,780000.0,4.0,85.0,2.0,BarakaCredit GNQ 8,banque,CMR,defaut,504.0,213.0,1.0,0.0,1.0,0.0,0.5,0.0,782.0,18.0,36000.0,37100.0,27.8,ORANGE,7.0,0,1,0,57.80847485869944,0.4966532797858099,0.0012771392081736,0.0,74700.0,0,0.5483727,1,FP_bon_client_refuse,780000.0,62400.0
FIN-1036-1439,21,CMR,Agriculture,62700.0,47.0,0.151,593.0,0,56.6,Rural,2023-04-28,740000.0,740000.0,0.0,0.0,1.0,ProximaCredit TCD 16,microfinance,GAB,rembourse,491.0,552.0,0.0,1.0,0.0,0.0,0.0,1.0,328.0,21.0,211700.0,135200.0,60.9,MTN,75.0,0,1,0,263.7416604234376,2.156299840510367,0.0030395136778115,0.0,62700.0,0,0.4376632,0,TN_bon_client_accepte,740000.0,0.0
FIN-1016-1558,72,CMR,Commerce,1026100.0,101.0,0.017,436.0,1,81.8,Rural,2024-02-22,775000.0,387500.0,0.0,0.0,2.0,NovaMoney COG 31,microfinance,CMR,rembourse,476.0,446.0,0.0,2.0,0.0,0.0,0.0,1.0,569.0,,,,,,,0,0,0,,,0.0017543859649122,0.0,513050.0,0,0.49363,0,TN_bon_client_accepte,387500.0,0.0
FIN-1015-1825,26,GAB,Commerce,165200.0,76.0,0.09,404.0,1,,Urbain,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,82600.0,0,0.49067044,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1024-1307,30,TCD,Commerce,53600.0,41.0,0.045,423.0,2,73.3,Peri-urbain,2022-04-12,1030000.0,1030000.0,0.0,0.0,1.0,MicroFin CAF 5,banque,COG,rembourse,486.0,162.0,0.0,1.0,0.0,0.0,0.0,1.0,106.0,15.0,63700.0,56100.0,93.3,CAMTEL,14.0,0,0,0,252.6610837628362,1.046641791044776,0.0093457943925233,0.0,17866.666666666668,0,0.55656016,1,FP_bon_client_refuse,1030000.0,82400.0
FIN-1025-1963,41,CMR,Artisanat,,0.0,0.043,593.0,1,,Urbain,2024-06-07,110000.0,110000.0,2.0,56.0,1.0,CapSud GNQ 22,microfinance,CMR,defaut,614.0,598.0,1.0,0.0,0.0,0.0,1.0,0.0,1104.0,4.0,50400.0,57400.0,63.0,MIXTE,67.0,0,0,0,265.82898542609473,,0.0009049773755656,0.0,,1,0.40298596,0,FN_defaut_non_detecte,110000.0,66000.0
FIN-1025-1841,66,COG,Artisanat,200100.0,10.0,1.453,,1,,Urbain,2023-06-30,,,,,,,,,,,,,,,,,,,12.0,199700.0,170800.0,66.2,MTN,38.0,1,0,0,242.5277809737826,0.8535732133933034,,0.453,100050.0,0,0.6367581,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1017-1946,29,CMR,Commerce,524200.0,95.0,0.681,436.0,0,51.8,Urbain,2025-03-12,,,,,,,,,,,,,,,,,,,15.0,39400.0,26100.0,49.5,MTN,55.0,0,1,0,199.25490869138991,0.0497901564288439,,0.0,524200.0,0,0.6687263,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1020-1255,18,CMR,Agriculture,99300.0,69.0,0.262,,1,66.8,Peri-urbain,2024-12-03,1855000.0,463750.0,0.0,0.0,4.0,SolidaCredit CAF 9,cooperative,CMR,rembourse,611.0,318.0,0.0,4.0,0.0,0.0,0.0,1.0,533.0,40.0,102600.0,67600.0,68.6,ORANGE,69.0,1,0,0,291.44677360458604,0.6807653575025177,0.0018726591760299,0.0,49650.0,0,0.54353845,1,FP_bon_client_refuse,463750.0,37100.0
FIN-1047-1783,46,CMR,Commerce,228300.0,3.0,0.25,627.0,0,,Urbain,2022-03-22,,,,,,,,,,,,,,,,,,,47.0,74600.0,40900.0,35.2,ORANGE,43.0,0,1,0,133.2034751139228,0.1791502409110819,,0.0,228300.0,0,0.41504562,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1033-1802,26,GAB,Commerce,661000.0,89.0,0.137,,1,,Rural,2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0.0,330500.0,0,0.50039536,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1018-1265,33,COG,Agriculture,,6.0,0.216,686.0,1,70.5,Peri-urbain,2025-09-20,4090000.0,1363333.3333333333,0.0,0.0,3.0,EsperoFin TCD 25,mobile_money,GNQ,rembourse,617.0,1005.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,232.0,,,,,,,0,0,0,,,0.0042918454935622,0.0,,0,0.3576283,0,TN_bon_client_accepte,1363333.3333333333,0.0
FIN-1048-1566,27,CAF,Commerce,86300.0,19.0,0.255,488.0,0,21.1,Urbain,2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,86300.0,0,0.50823295,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1016-1011,26,CMR,Commerce,79800.0,62.0,0.393,,1,,Urbain,2024-06-17,1540000.0,513333.3333333333,0.0,0.0,3.0,ZenithMicro GAB 5,mobile_money,CMR,en_cours,565.0,994.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,405.0,,,,,,,1,0,0,,,0.0024630541871921,0.0,39900.0,0,0.56176007,1,FP_bon_client_refuse,513333.3333333333,41066.666666666664
FIN-1007-1833,50,COG,Elevage,348700.0,76.0,0.572,637.0,0,67.5,Peri-urbain,2023-07-08,,,,,,,,,,,,,,,,,,,9.0,188000.0,124100.0,57.0,ORANGE,56.0,0,1,0,230.45392226656935,0.3558933180384284,,0.0,348700.0,1,0.5393222,1,TP_defaut_detecte,311666.6666666667,0.0
FIN-1018-1251,49,CMR,Artisanat,268100.0,54.0,1.696,763.0,0,,Urbain,2025-09-12,,,,,,,,,,,,,,,,,,,28.0,98900.0,74000.0,57.6,MTN,31.0,0,1,0,199.62638800126425,0.2760164117866467,,0.696,268100.0,0,0.5461361,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1022-1584,25,CMR,Artisanat,93100.0,86.0,0.055,695.0,0,,Urbain,2022-02-04,730000.0,730000.0,0.0,0.0,1.0,KamoFin CMR 44,microfinance,TCD,rembourse,708.0,692.0,0.0,1.0,0.0,0.0,0.0,1.0,196.0,19.0,50700.0,29700.0,67.5,ORANGE,33.0,0,1,0,238.0293354115909,0.3190118152524167,0.0050761421319796,0.0,93100.0,0,0.42503217,0,TN_bon_client_accepte,730000.0,0.0
FIN-1044-1252,58,CMR,Agriculture,139000.0,45.0,0.265,773.0,2,79.3,Rural,2023-05-21,975000.0,487500.0,0.0,0.0,2.0,PretRapide COG 39,microfinance,CMR,rembourse,713.0,235.0,0.0,2.0,0.0,0.0,0.0,1.0,347.0,8.0,81700.0,43300.0,94.9,MTN,29.0,0,0,0,322.77363151973856,0.3115107913669064,0.0028735632183908,0.0,46333.333333333336,0,0.35556924,0,TN_bon_client_accepte,487500.0,0.0
FIN-1018-1590,33,CMR,Commerce,243100.0,0.0,0.194,536.0,4,62.1,Urbain,2023-05-17,,,,,,,,,,,,,,,,,,,9.0,100900.0,70900.0,71.5,MIXTE,26.0,0,0,0,235.65233591930956,0.2916495269436446,,0.0,48620.0,0,0.6195609,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
FIN-1029-1729,46,CMR,Agriculture,147500.0,100.0,0.151,798.0,1,59.2,Urbain,2022-03-02,,,,,,,,,,,,,,,,,,,34.0,74400.0,46600.0,90.3,CAMTEL,63.0,0,0,0,375.54714242737833,0.3159322033898305,,0.0,73750.0,0,0.36084953,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1039-1414,72,CAF,Artisanat,42200.0,0.0,0.181,375.0,1,38.9,Semi-urbain,2022-02-19,100000.0,100000.0,0.0,0.0,1.0,SolidaCredit GAB 9,banque,CMR,rembourse,493.0,125.0,0.0,1.0,0.0,0.0,0.0,1.0,84.0,,,,,,,0,0,0,,,0.0117647058823529,0.0,21100.0,0,0.60429245,1,FP_bon_client_refuse,100000.0,8000.0
FIN-1012-1195,67,CMR,Service,95400.0,55.0,0.359,,1,31.1,Peri-urbain,2024-02-28,175000.0,175000.0,7.0,39.0,1.0,FondasFin TCD 33,microfinance,GAB,defaut,556.0,705.0,1.0,0.0,0.0,0.0,1.0,0.0,377.0,19.0,105900.0,111800.0,31.5,MIXTE,76.0,1,0,0,136.82987078839105,1.1719077568134173,0.0026455026455026,0.0,47700.0,0,0.53765786,1,FP_bon_client_refuse,175000.0,14000.0
FIN-1046-1763,24,CAF,Agriculture,681000.0,19.0,0.503,671.0,2,,Urbain,2022-04-06,1275000.0,425000.0,0.0,0.0,3.0,NovaMoney COG 35,banque,TCD,rembourse,701.0,790.0,0.0,3.0,0.0,0.0,0.0,1.0,174.0,44.0,37800.0,20200.0,57.0,MTN,72.0,0,0,0,244.5561881454583,0.029662261380323,0.0057142857142857,0.0,227000.0,0,0.4602645,0,TN_bon_client_accepte,425000.0,0.0
FIN-1022-1867,40,GAB,Artisanat,61500.0,82.0,0.488,606.0,3,22.6,Urbain,2023-08-20,650000.0,325000.0,0.0,0.0,2.0,EsperoFin GAB 39,microfinance,CAF,en_cours,475.0,550.0,0.0,1.0,0.0,1.0,0.0,0.5,93.0,43.0,217700.0,175400.0,41.2,MTN,19.0,0,0,0,123.42416967042443,2.8520325203252037,0.0106382978723404,0.0,15375.0,0,0.46827516,0,TN_bon_client_accepte,325000.0,0.0
FIN-1043-1617,48,CMR,Agriculture,1414400.0,46.0,0.344,479.0,3,,Peri-urbain,2024-09-10,225000.0,225000.0,0.0,0.0,1.0,MicroFin GNQ 15,microfinance,CMR,rembourse,448.0,931.0,0.0,1.0,0.0,0.0,0.0,1.0,620.0,56.0,138300.0,108500.0,60.5,ORANGE,44.0,0,0,0,230.30308063110436,0.0767109728506787,0.001610305958132,0.0,353600.0,0,0.46219948,0,TN_bon_client_accepte,225000.0,0.0
FIN-1049-1002,71,GNQ,Agriculture,1209400.0,22.0,0.128,477.0,2,,Urbain,2025-04-20,760000.0,253333.3333333333,0.0,0.0,3.0,ProximaCredit GAB 7,cooperative,TCD,rembourse,691.0,1130.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,155.0,41.0,113400.0,58200.0,60.4,MTN,48.0,0,0,0,235.06594600588184,0.0481230362163056,0.0064102564102564,0.0,403133.3333333333,0,0.46168298,0,TN_bon_client_accepte,253333.3333333333,0.0
FIN-1045-1457,39,CMR,Agriculture,207100.0,89.0,0.458,321.0,1,,Semi-urbain,2025-01-29,655000.0,163750.0,0.0,0.0,4.0,ZenithMicro CAF 23,mobile_money,GAB,en_cours,573.0,1154.0,0.0,3.0,0.0,1.0,0.0,0.75,906.0,,,,,,,0,0,0,,,0.0011025358324145,0.0,103550.0,0,0.4885136,0,TN_bon_client_accepte,163750.0,0.0
FIN-1009-1576,49,CMR,Commerce,61800.0,64.0,0.161,774.0,1,25.2,Campagne,2024-10-01,,,,,,,,,,,,,,,,,,,59.0,111400.0,89500.0,85.6,MIXTE,50.0,0,0,0,336.56427416120226,1.448220064724919,,0.0,30900.0,0,0.4224635,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1010-1262,25,CMR,Commerce,142900.0,0.0,0.13,740.0,0,83.9,Rural,2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,142900.0,0,0.41557872,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1015-1360,75,CAF,Service,602800.0,35.0,0.198,345.0,0,57.8,Urbain,2025-08-05,1245000.0,311250.0,0.0,0.0,4.0,PretRapide GAB 33,cooperative,CMR,rembourse,523.0,61.0,0.0,3.0,0.0,1.0,0.0,0.75,239.0,31.0,,81300.0,26.7,MTN,1.0,0,1,0,18.507029720950538,0.134870603848706,0.0041666666666666,0.0,602800.0,0,0.49646762,0,TN_bon_client_accepte,311250.0,0.0
FIN-1025-1261,68,CMR,Agriculture,30000.0,108.0,0.121,369.0,0,78.9,Urbain,2025-02-06,1020000.0,255000.0,0.0,0.0,4.0,CreditPop GNQ 43,microfinance,GNQ,rembourse,559.0,782.0,0.0,3.0,0.0,1.0,0.0,0.75,318.0,48.0,92100.0,71100.0,61.7,ORANGE,78.0,0,1,0,269.5949324972152,2.37,0.0031347962382445,0.0,30000.0,0,0.542603,1,FP_bon_client_refuse,255000.0,20400.0
FIN-1033-1156,51,CMR,Agriculture,92700.0,0.0,0.149,348.0,1,43.0,Urbain,2022-04-05,940000.0,940000.0,0.0,0.0,1.0,PretRapide GAB 45,microfinance,CMR,rembourse,617.0,1185.0,0.0,1.0,0.0,0.0,0.0,1.0,800.0,10.0,105700.0,93500.0,32.3,MTN,23.0,0,0,0,102.65113872023863,1.0086299892125137,0.0012484394506866,0.0,46350.0,0,0.5715933,1,FP_bon_client_refuse,940000.0,75200.0
FIN-1011-1194,62,COG,Commerce,369000.0,95.0,0.094,468.0,1,,Rural,2023-07-22,825000.0,825000.0,0.0,0.0,1.0,PretRapide GNQ 24,banque,GAB,rembourse,456.0,868.0,0.0,1.0,0.0,0.0,0.0,1.0,1139.0,45.0,56600.0,48900.0,60.4,MTN,22.0,0,0,0,189.38385064212065,0.132520325203252,0.0008771929824561,0.0,184500.0,0,0.48958635,0,TN_bon_client_accepte,825000.0,0.0
FIN-1003-1622,55,CMR,Commerce,1146700.0,0.0,0.037,602.0,2,,Urbain,2022-01-29,205000.0,205000.0,5.0,93.0,1.0,MicroFin CMR 13,banque,GAB,defaut,506.0,92.0,1.0,0.0,0.0,0.0,1.0,0.0,133.0,14.0,91000.0,91600.0,19.9,MTN,77.0,0,0,0,86.69850565112287,0.0798813987965466,0.0074626865671641,0.0,382233.3333333333,0,0.41105586,0,TN_bon_client_accepte,205000.0,0.0
FIN-1004-1806,70,CMR,Commerce,230900.0,13.0,0.372,,0,51.7,Peri-urbain,2025-10-29,1500000.0,375000.0,0.0,0.0,4.0,SolidaCredit GAB 23,microfinance,COG,rembourse,565.0,761.0,0.0,2.0,0.0,2.0,0.0,0.5,487.0,45.0,24300.0,16000.0,74.5,MTN,38.0,1,1,0,272.9353426366587,0.0692940666955392,0.0020491803278688,0.0,230900.0,0,0.49849844,0,TN_bon_client_accepte,375000.0,0.0
FIN-1005-1663,21,CMR,Commerce,159400.0,107.0,0.378,,0,38.6,Peri-urbain,2024-03-08,560000.0,140000.0,0.0,0.0,4.0,FondasFin CMR 29,microfinance,CMR,rembourse,511.0,265.0,0.0,3.0,0.0,1.0,0.0,0.75,23.0,14.0,38300.0,31400.0,57.4,CAMTEL,80.0,1,1,0,252.241381478198,0.1969887076537013,0.0416666666666666,0.0,159400.0,0,0.5047888,1,FP_bon_client_refuse,140000.0,11200.0
FIN-1006-1051,24,GAB,Commerce,69100.0,38.0,0.455,,0,31.4,Peri-urbain,2024-08-12,655000.0,218333.3333333333,0.0,0.0,3.0,CapSud CAF 10,microfinance,CMR,rembourse,451.0,1086.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,970.0,,,,,,,1,1,0,,,0.0010298661174047,0.0,69100.0,0,0.5587986,1,FP_bon_client_refuse,218333.3333333333,17466.666666666664
FIN-1005-1572,33,GAB,Elevage,264500.0,13.0,0.427,,1,57.1,Urbain,2024-06-01,1195000.0,597500.0,0.0,0.0,2.0,EsperoFin CMR 22,banque,CAF,en_cours,473.0,901.0,0.0,1.0,0.0,1.0,0.0,0.5,298.0,,,,,,,1,0,0,,,0.0033444816053511,0.0,132250.0,0,0.5082132,1,FP_bon_client_refuse,597500.0,47800.0
FIN-1039-1887,27,CMR,Artisanat,271800.0,38.0,0.299,468.0,1,,Urbain,2022-11-16,,,,,,,,,,,,,,,,,,,30.0,21100.0,18300.0,96.2,MTN,82.0,0,0,0,425.0924664700328,0.0673289183222958,,0.0,135900.0,0,0.48541695,0,TN_bon_client_accepte,311666.6666666667,0.0
FIN-1027-1253,72,GNQ,Artisanat,377500.0,86.0,0.686,673.0,3,53.4,Peri-urbain,2022-05-02,,,,,,,,,,,,,,,,,,,15.0,71200.0,37900.0,68.9,MTN,84.0,0,0,0,306.09867157218287,0.1003973509933774,,0.0,94375.0,0,0.56503624,1,FP_bon_client_refuse,311666.6666666667,24933.333333333336
