applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,taux_defaut_historique,taux_remboursement_historique,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif,anomaly_score,is_anomaly
FIN-1039-1408,24,CMR,Service,166400.0,0.0,1.613,,1,48.2,Peri-urbain,2023-12-22,0,3515000.0,1171666.6666666667,15.0,97.0,3.0,KamoFin TCD 17,microfinance,COG,restructure,624.0,294.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,103.0,16.0,133100.0,132900.0,40.1,CAMTEL,16.0,1,0,0,113.61185509665428,0.7986778846153846,0.0096153846153846,0.613,83200.0,0.08775494028608677,1
FIN-1012-1334,34,CMR,Artisanat,105500.0,40.0,1.408,792.0,0,,Peri-urbain,2023-12-24,0,2875000.0,718750.0,12.0,117.0,4.0,FondasFin CAF 12,microfinance,CMR,defaut,677.0,1181.0,2.0,0.0,2.0,0.0,0.5,0.0,172.0,18.0,74900.0,87100.0,2.5,MTN,44.0,0,1,0,9.516656224425798,0.8255924170616113,0.0057803468208092,0.4079999999999999,105500.0,0.08576058529682773,1
FIN-1037-1126,72,CMR,Commerce,774900.0,47.0,0.331,,0,79.7,Semi-urbain,2025-10-22,0,1420000.0,355000.0,19.0,97.0,4.0,AllianceFin CMR 21,microfinance,TCD,restructure,640.0,1165.0,3.0,0.0,1.0,0.0,0.75,0.0,359.0,3.0,8300.0,7300.0,8.4,CAMTEL,71.0,1,1,0,35.923995399734864,0.0094205703961801,0.0027777777777777,0.0,774900.0,0.08541720113343754,1
FIN-1044-1581,20,GAB,Agriculture,197100.0,77.0,2.869,442.0,6,29.2,Urbain,2024-06-22,0,870000.0,217500.0,15.0,117.0,4.0,FondasFin GAB 39,banque,CMR,restructure,659.0,825.0,2.0,0.0,2.0,0.0,0.5,0.0,171.0,,,,,,,0,0,0,,,0.005813953488372,1.869,28157.14285714286,0.08465013305197666,1
FIN-1045-1665,69,CAF,Commerce,76000.0,24.0,0.482,752.0,1,31.8,Urbain,2022-08-12,0,5670000.0,2835000.0,11.0,95.0,2.0,NovaMoney CMR 31,mobile_money,GAB,restructure,707.0,630.0,1.0,0.0,1.0,0.0,0.5,0.0,43.0,5.0,254200.0,253300.0,25.3,MIXTE,53.0,0,0,0,100.92129637807616,3.332894736842105,0.0227272727272727,0.0,38000.0,0.08457081634220764,1
FIN-1002-1938,25,CMR,Agriculture,1605500.0,64.0,0.42,564.0,0,,Urbain,2024-09-08,0,1655000.0,413750.0,17.0,101.0,4.0,EsperoFin CMR 15,mobile_money,CMR,defaut,560.0,174.0,3.0,0.0,1.0,0.0,0.75,0.0,19.0,12.0,15800.0,14900.0,24.1,ORANGE,76.0,0,1,0,104.6857106666738,0.0092805979445655,0.05,0.0,1605500.0,0.08414553750069198,1
FIN-1013-1951,65,RCA,Artisanat,535800.0,62.0,2.418,805.0,0,64.4,Urbain,2022-08-24,0,4205000.0,4205000.0,6.0,38.0,1.0,EsperoFin TCD 4,microfinance,GAB,defaut,657.0,969.0,1.0,0.0,0.0,0.0,1.0,0.0,625.0,,,,,,,0,1,0,,,0.0015974440894568,1.418,535800.0,0.08404532578714197,1
FIN-1025-1029,18,CMR,Agriculture,843800.0,60.0,0.188,,0,42.4,Urbain,2023-08-09,0,830000.0,276666.6666666667,15.0,90.0,3.0,KamoFin CAF 48,microfinance,CMR,defaut,454.0,47.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,872.0,3.0,9400.0,11000.0,9.1,MTN,9.0,1,1,0,20.953524346245818,0.0130362645176582,0.0011454753722794,0.0,843800.0,0.08364961629829559,1
FIN-1030-1319,71,COG,Elevage,678400.0,16.0,0.485,646.0,0,67.0,Peri-urbain,2025-09-04,0,1965000.0,491250.0,17.0,101.0,4.0,AllianceFin CMR 39,banque,GNQ,defaut,695.0,253.0,4.0,0.0,0.0,0.0,1.0,0.0,978.0,14.0,181400.0,163000.0,17.1,MTN,64.0,0,1,0,71.3820223152154,0.2402712264150943,0.0010214504596527,0.0,678400.0,0.08247758424279028,1
FIN-1049-1954,64,CMR,Commerce,257900.0,99.0,2.746,,1,55.1,Rural,2024-08-16,1,1745000.0,581666.6666666666,10.0,116.0,3.0,SolidaCredit COG 23,banque,CMR,defaut,634.0,858.0,3.0,0.0,0.0,0.0,1.0,0.0,344.0,13.0,133400.0,138600.0,12.1,MIXTE,59.0,1,0,0,49.541569202887416,0.537417603722373,0.0028985507246376,1.746,128950.0,0.08233325359415766,1
FIN-1012-1971,28,CMR,Commerce,180200.0,0.0,2.808,768.0,0,35.1,Urbain,2022-09-26,0,1960000.0,653333.3333333334,7.0,94.0,3.0,MicroFin GAB 23,microfinance,CAF,defaut,441.0,646.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,662.0,4.0,35900.0,32700.0,20.9,ORANGE,48.0,0,1,0,81.33904423051209,0.1814650388457269,0.0015082956259426,1.808,180200.0,0.081516494188841,1
FIN-1011-1450,31,CAF,Service,63800.0,0.0,0.526,689.0,0,,Rural,2024-06-10,0,955000.0,238750.0,20.0,82.0,4.0,NovaMoney CMR 31,mobile_money,GAB,restructure,707.0,630.0,1.0,0.0,3.0,0.0,0.25,0.0,259.0,6.0,326500.0,287600.0,16.6,MTN,43.0,0,1,0,62.817547923043136,4.507836990595611,0.0038461538461538,0.0,63800.0,0.08108017260383427,1
FIN-1037-1718,27,COG,Commerce,224400.0,28.0,0.396,,0,72.4,Urbain,2023-12-02,0,2425000.0,606250.0,15.0,75.0,4.0,CapSud CMR 21,cooperative,GNQ,defaut,625.0,168.0,3.0,0.0,1.0,0.0,0.75,0.0,4.0,7.0,24400.0,,1.5,MIXTE,2.0,1,1,0,1.6479184330021643,,0.2,0.0,224400.0,0.0808958956684589,1
FIN-1043-1132,29,GAB,Agriculture,73800.0,110.0,0.218,,1,77.5,Rural,2023-12-21,1,1390000.0,347500.0,20.0,112.0,4.0,MicroFin GAB 46,mobile_money,CMR,defaut,661.0,528.0,2.0,0.0,2.0,0.0,0.5,0.0,110.0,13.0,207600.0,238300.0,22.9,MTN,16.0,1,0,0,64.88058557888735,3.2289972899729,0.009009009009009,0.0,36900.0,0.08085596014721275,1
FIN-1033-1375,72,COG,Artisanat,81000.0,2.0,0.31,754.0,0,80.7,Peri-urbain,2025-04-19,0,740000.0,185000.0,22.0,110.0,4.0,AllianceFin TCD 18,mobile_money,GAB,restructure,637.0,179.0,3.0,0.0,1.0,0.0,0.75,0.0,7.0,2.0,51400.0,59600.0,22.4,ORANGE,55.0,0,1,0,90.16787787246734,0.7358024691358025,0.125,0.0,81000.0,0.0802514189141289,1
FIN-1031-1470,47,CMR,Artisanat,65000.0,51.0,2.469,813.0,0,71.9,Urbain,2024-12-15,0,2090000.0,522500.0,16.0,98.0,4.0,FondasFin COG 34,microfinance,CMR,defaut,584.0,261.0,3.0,0.0,1.0,0.0,0.75,0.0,127.0,7.0,57600.0,66200.0,19.3,MTN,56.0,0,1,0,78.03088946920683,1.0184615384615383,0.0078125,1.469,65000.0,0.08008782544801396,1
FIN-1029-1804,52,CMR,Service,102100.0,37.0,0.263,672.0,1,83.2,Urbain,2024-01-15,0,3030000.0,432857.1428571429,26.0,115.0,7.0,NovaMoney CMR 20,banque,CMR,restructure,697.0,1018.0,4.0,0.0,3.0,0.0,0.5714285714285714,0.0,1.0,,,,,,,0,0,0,,,0.5,0.0,51050.0,0.07770570924974585,1
FIN-1047-1842,73,CMR,Artisanat,166500.0,98.0,1.789,609.0,4,65.1,Urbain,2025-06-05,0,2640000.0,660000.0,17.0,102.0,4.0,EsperoFin TCD 4,microfinance,GAB,defaut,657.0,969.0,3.0,0.0,1.0,0.0,0.75,0.0,808.0,12.0,41900.0,44800.0,4.4,MTN,20.0,0,0,0,13.395898725983065,0.2690690690690691,0.0012360939431396,0.7889999999999999,33300.0,0.07744064168531584,1
FIN-1038-1917,30,CMR,Commerce,725000.0,72.0,0.467,,7,,Peri-urbain,2025-09-29,0,5350000.0,2675000.0,5.0,69.0,2.0,AllianceFin CMR 39,banque,GNQ,restructure,695.0,253.0,1.0,0.0,1.0,0.0,0.5,0.0,1752.0,17.0,54500.0,59100.0,11.4,MTN,51.0,1,0,0,45.04417839182828,0.0815172413793103,0.0005704506560182,0.0,90625.0,0.07707192372343785,1
FIN-1027-1927,67,CMR,Commerce,30000.0,14.0,2.762,336.0,2,62.7,Rural,2023-06-18,0,1435000.0,1435000.0,7.0,31.0,1.0,AfriFin CMR 41,mobile_money,GAB,restructure,692.0,1096.0,0.0,0.0,1.0,0.0,0.0,0.0,137.0,10.0,119100.0,135800.0,55.0,ORANGE,2.0,0,0,0,60.42367587674602,4.526666666666666,0.0072463768115942,1.762,10000.0,0.07661162288368606,1
FIN-1047-1839,19,CMR,Agriculture,70200.0,,0.464,714.0,2,,Urbain,2025-06-04,0,3165000.0,791250.0,12.0,116.0,4.0,SolidaCredit TCD 17,banque,COG,defaut,606.0,1144.0,2.0,0.0,2.0,0.0,0.5,0.0,531.0,6.0,70100.0,69500.0,7.7,MIXTE,2.0,0,0,1,8.459314622744444,0.99002849002849,0.0018796992481203,0.0,23400.0,0.07623544575091978,1
FIN-1049-1391,53,GNQ,Service,112800.0,48.0,2.894,710.0,0,84.0,Rural,2023-05-23,0,885000.0,295000.0,12.0,110.0,3.0,BarakaCredit CAF 10,banque,COG,defaut,635.0,1067.0,3.0,0.0,0.0,0.0,1.0,0.0,16.0,,,,,,,0,1,0,,,0.0588235294117647,1.894,112800.0,0.07613910505849908,1
FIN-1001-1833,44,CMR,Commerce,1481400.0,119.0,0.32,793.0,0,93.5,Peri-urbain,2023-02-24,0,520000.0,260000.0,12.0,114.0,2.0,NovaMoney CAF 29,cooperative,GAB,defaut,643.0,399.0,2.0,0.0,0.0,0.0,1.0,0.0,29.0,7.0,34600.0,35000.0,12.9,ORANGE,16.0,0,1,0,36.54845213832519,0.0236262994464695,0.0333333333333333,0.0,1481400.0,0.07585488008609853,1
FIN-1030-1779,35,CMR,Commerce,515500.0,94.0,0.28,338.0,0,19.9,Urbain,2024-04-10,1,1905000.0,476250.0,19.0,105.0,4.0,SolidaCredit GNQ 5,cooperative,CMR,restructure,584.0,240.0,2.0,0.0,2.0,0.0,0.5,0.0,30.0,5.0,31700.0,35800.0,30.6,ORANGE,84.0,0,1,0,135.9451284486037,0.0694471387002909,0.032258064516129,0.0,515500.0,0.07580255644696698,1
FIN-1012-1270,42,TCD,Artisanat,1736200.0,35.0,0.192,422.0,0,70.6,Peri-urbain,2023-01-07,0,810000.0,270000.0,10.0,117.0,3.0,KamoFin CMR 10,banque,GNQ,defaut,454.0,1004.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,83.0,11.0,106800.0,122500.0,9.2,MIXTE,8.0,0,1,0,20.21446611149322,0.0705563875129593,0.0119047619047619,0.0,1736200.0,0.07479866141500668,1
FIN-1031-1208,26,CMR,Commerce,2159100.0,0.0,2.941,676.0,0,12.1,Urbain,2024-08-31,0,475000.0,475000.0,1.0,3.0,1.0,MicroFin CMR 33,microfinance,GAB,defaut,511.0,134.0,1.0,0.0,0.0,0.0,1.0,0.0,1155.0,,,,,,,0,1,0,,,0.0008650519031141,1.941,2159100.0,0.07428644991526256,1
FIN-1026-1165,44,TCD,Commerce,106400.0,76.0,2.827,312.0,1,59.4,Urbain,2024-06-30,0,575000.0,287500.0,6.0,95.0,2.0,PretRapide CMR 39,mobile_money,GAB,defaut,557.0,647.0,1.0,0.0,1.0,0.0,0.5,0.0,655.0,11.0,424600.0,416300.0,49.5,MTN,55.0,0,0,0,199.25490869138991,3.912593984962406,0.0015243902439024,1.827,53200.0,0.07413547978482038,1
FIN-1034-1017,51,CMR,Service,84000.0,60.0,2.37,516.0,2,88.5,Rural,2025-10-18,0,2770000.0,692500.0,13.0,72.0,4.0,AllianceFin COG 8,banque,GAB,defaut,663.0,709.0,1.0,0.0,3.0,0.0,0.25,0.0,1516.0,13.0,51900.0,52700.0,25.1,MIXTE,58.0,0,0,0,102.34618984203355,0.6273809523809524,0.000659195781147,1.37,28000.0,0.07398703828528652,1
FIN-1038-1431,71,GNQ,Agriculture,313900.0,,0.367,541.0,1,88.5,Urbain,2024-04-26,0,1730000.0,346000.0,21.0,110.0,5.0,AllianceFin TCD 18,mobile_money,GAB,restructure,637.0,179.0,4.0,0.0,1.0,0.0,0.8,0.0,39.0,5.0,37800.0,40500.0,24.6,ORANGE,40.0,0,0,1,91.353872840926,0.1290219815227779,0.025,0.0,156950.0,0.07208310007961127,1
FIN-1046-1251,23,TCD,Commerce,256200.0,95.0,1.127,773.0,1,,Rural,2025-07-30,0,1160000.0,290000.0,16.0,111.0,4.0,AllianceFin COG 45,cooperative,CMR,restructure,646.0,332.0,2.0,0.0,2.0,0.0,0.5,0.0,49.0,7.0,207300.0,209500.0,30.2,MTN,24.0,0,0,0,97.21004991101964,0.817720530835285,0.02,0.127,128100.0,0.07157577536501214,1
FIN-1016-1100,71,COG,Commerce,104300.0,66.0,2.768,,3,70.0,Urbain,2025-01-12,0,1595000.0,797500.0,9.0,87.0,2.0,ZenithMicro COG 4,mobile_money,COG,restructure,662.0,697.0,1.0,0.0,1.0,0.0,0.5,0.0,1672.0,13.0,19900.0,19100.0,46.8,ORANGE,67.0,1,0,0,197.47296060224176,0.1831255992329817,0.0005977286312014,1.7679999999999998,26075.0,0.07150274971829684,1
FIN-1012-1410,59,COG,Artisanat,,106.0,1.891,305.0,0,,Rural,2025-07-24,0,620000.0,206666.66666666663,10.0,119.0,3.0,AllianceFin GNQ 19,banque,CMR,defaut,547.0,465.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,576.0,2.0,276600.0,239700.0,40.0,ORANGE,66.0,0,1,0,168.18770477563862,,0.0017331022530329,0.891,,0.07107138279843128,1
FIN-1009-1052,24,TCD,Artisanat,631400.0,77.0,0.035,374.0,0,,Urbain,2024-02-11,0,2955000.0,2955000.0,4.0,98.0,1.0,CreditPop GAB 17,microfinance,CMR,defaut,694.0,634.0,1.0,0.0,0.0,0.0,1.0,0.0,135.0,4.0,122000.0,142500.0,22.4,ORANGE,75.0,0,1,0,97.0084268224138,0.2256889452011403,0.0073529411764705,0.0,631400.0,0.07100320571693497,1
FIN-1035-1404,44,TCD,Agriculture,76200.0,20.0,0.378,731.0,0,19.6,Peri-urbain,2023-10-26,0,1835000.0,458750.0,19.0,112.0,4.0,BarakaCredit CAF 10,banque,COG,defaut,635.0,1067.0,3.0,0.0,1.0,0.0,0.75,0.0,8.0,17.0,38300.0,38800.0,25.0,MIXTE,14.0,0,1,0,67.70125502755525,0.5091863517060368,0.1111111111111111,0.0,76200.0,0.070900612661849,1
FIN-1014-1287,52,CMR,Agriculture,53400.0,24.0,2.908,,0,,Peri-urbain,2023-03-14,0,1315000.0,438333.3333333333,14.0,81.0,3.0,MicroFin CMR 29,cooperative,TCD,defaut,454.0,653.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,368.0,6.0,38200.0,42500.0,18.4,ORANGE,48.0,1,1,0,71.60949348523552,0.795880149812734,0.002710027100271,1.908,53400.0,0.07073033895420855,1
FIN-1009-1492,35,TCD,Artisanat,218700.0,34.0,0.076,,0,72.1,Rural,2025-06-23,0,3870000.0,3870000.0,7.0,106.0,1.0,NovaMoney CMR 14,banque,COG,defaut,533.0,709.0,1.0,0.0,0.0,0.0,1.0,0.0,1942.0,7.0,34500.0,35700.0,28.3,MTN,3.0,1,1,0,39.23213041969291,0.1632373113854595,0.0005146680391147,0.0,218700.0,0.07068592771159188,1
FIN-1026-1402,64,GAB,Artisanat,239300.0,37.0,0.243,847.0,3,,Rural,2025-12-02,0,2370000.0,474000.0,21.0,105.0,5.0,BarakaCredit CAF 39,banque,COG,defaut,691.0,1118.0,4.0,0.0,1.0,0.0,0.8,0.0,456.0,19.0,8100.0,7400.0,2.7,MIXTE,72.0,0,0,0,11.584240491100656,0.0309235269536147,0.0021881838074398,0.0,59825.0,0.07041839059320198,1
FIN-1026-1241,60,TCD,Artisanat,57900.0,14.0,0.254,814.0,3,72.6,Peri-urbain,2023-04-25,0,2870000.0,358750.0,24.0,104.0,8.0,AfriFin CMR 24,mobile_money,GAB,defaut,524.0,396.0,6.0,0.0,2.0,0.0,0.75,0.0,261.0,12.0,17600.0,20200.0,16.8,MTN,45.0,0,0,0,64.3211754610168,0.3488773747841105,0.0038167938931297,0.0,14475.0,0.06966325065866252,1
FIN-1041-1285,67,CMR,Commerce,686900.0,0.0,0.498,,1,43.0,Peri-urbain,2024-09-09,0,3715000.0,928750.0,19.0,97.0,4.0,CapSud CAF 40,banque,GAB,defaut,567.0,747.0,3.0,0.0,1.0,0.0,0.75,0.0,59.0,4.0,64100.0,71300.0,30.1,MTN,25.0,1,0,0,98.0687057944466,0.1037996797204833,0.0166666666666666,0.0,343450.0,0.06894486647925868,1
FIN-1033-1956,70,CMR,Agriculture,347600.0,111.0,0.393,,1,,Peri-urbain,2023-09-14,0,1730000.0,432500.0,18.0,119.0,4.0,SolidaCredit GNQ 5,cooperative,CMR,defaut,584.0,240.0,3.0,0.0,1.0,0.0,0.75,0.0,369.0,9.0,336700.0,395300.0,61.5,MTN,79.0,1,0,0,269.4946380324437,1.1372266973532796,0.0027027027027027,0.0,173800.0,0.06879500222099433,1
FIN-1033-1413,59,CMR,Artisanat,1151900.0,79.0,0.15,,1,71.0,Peri-urbain,2025-06-01,0,1520000.0,506666.6666666667,9.0,116.0,3.0,EsperoFin TCD 2,mobile_money,GAB,restructure,575.0,1171.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,922.0,6.0,175800.0,169300.0,11.4,MTN,81.0,1,0,0,50.23659941881249,0.1469745637642156,0.0010834236186348,0.0,575950.0,0.06868220894396548,1
FIN-1009-1992,55,CMR,Agriculture,84400.0,20.0,0.685,837.0,0,62.5,Peri-urbain,2024-02-11,0,1435000.0,358750.0,16.0,99.0,4.0,SolidaCredit COG 17,microfinance,CMR,defaut,676.0,877.0,2.0,0.0,2.0,0.0,0.5,0.0,398.0,14.0,119900.0,143300.0,0.2,MTN,2.0,0,1,0,0.2197224577336219,1.697867298578199,0.0025062656641604,0.0,84400.0,0.06766544770216476,1
FIN-1044-1565,45,GNQ,Artisanat,936200.0,61.0,0.595,828.0,1,39.8,Rural,2023-05-11,0,430000.0,143333.33333333334,12.0,115.0,3.0,MicroFin GAB 21,mobile_money,TCD,restructure,595.0,896.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,541.0,16.0,601700.0,519700.0,37.5,MTN,45.0,0,0,0,143.57405236834106,0.5551164281136509,0.0018450184501845,0.0,468100.0,0.06732443040055125,1
FIN-1006-1512,44,CMR,Agriculture,219600.0,27.0,2.745,559.0,0,,Rural,2023-04-05,0,480000.0,160000.0,10.0,114.0,3.0,FondasFin COG 9,mobile_money,GAB,defaut,658.0,124.0,2.0,0.0,1.0,0.0,0.6666666666666666,0.0,740.0,14.0,30700.0,30700.0,19.4,ORANGE,19.0,0,1,0,58.11720610694742,0.139799635701275,0.0013495276653171,1.745,219600.0,0.06704216568599952,1
FIN-1002-1458,54,CMR,Agriculture,99400.0,78.0,0.137,,3,89.1,Rural,2025-11-26,0,865000.0,216250.0,19.0,105.0,4.0,KamoFin CMR 10,banque,GNQ,defaut,454.0,1004.0,3.0,0.0,1.0,0.0,0.75,0.0,193.0,9.0,145400.0,162600.0,9.9,ORANGE,30.0,1,0,0,33.99647332440295,1.635814889336016,0.0051546391752577,0.0,24850.0,0.06680183692156516,1
FIN-1041-1092,63,CMR,Artisanat,78100.0,106.0,0.357,468.0,0,,Rural,2025-10-24,0,2235000.0,558750.0,11.0,91.0,4.0,SolidaCredit COG 25,microfinance,CAF,defaut,705.0,333.0,3.0,0.0,1.0,0.0,0.75,0.0,1121.0,10.0,149200.0,151100.0,6.4,ORANGE,45.0,0,1,0,24.50330493753021,1.934699103713188,0.0008912655971479,0.0,78100.0,0.0665810910478486,1
FIN-1045-1427,74,CMR,Artisanat,206200.0,118.0,0.552,,0,,Urbain,2025-06-11,0,2430000.0,1215000.0,9.0,79.0,2.0,CapSud CAF 10,microfinance,CMR,defaut,451.0,1086.0,1.0,0.0,1.0,0.0,0.5,0.0,4.0,19.0,67600.0,74500.0,16.8,CAMTEL,46.0,1,1,0,64.68247970872899,0.3612997090203685,0.2,0.0,206200.0,0.06632012193454451,1
FIN-1022-1910,42,GAB,Agriculture,61300.0,4.0,0.076,710.0,0,93.8,Urbain,2024-06-10,0,2740000.0,685000.0,9.0,116.0,4.0,FondasFin COG 6,banque,TCD,restructure,462.0,116.0,3.0,0.0,1.0,0.0,0.75,0.0,76.0,14.0,45000.0,52800.0,5.3,ORANGE,1.0,0,1,0,3.6736800569677097,0.8613376835236541,0.0129870129870129,0.0,61300.0,0.06590654291076525,1
FIN-1011-1515,53,CMR,Service,133200.0,69.0,2.63,742.0,2,80.6,Urbain,2025-07-06,0,985000.0,246250.0,19.0,105.0,4.0,AllianceFin GAB 15,banque,CMR,restructure,653.0,1100.0,2.0,0.0,2.0,0.0,0.5,0.0,174.0,,,,,,,0,0,0,,,0.0057142857142857,1.63,44400.0,0.0658461355246086,1
FIN-1009-1815,75,CMR,Agriculture,352700.0,94.0,2.282,642.0,0,,Urbain,2024-07-01,0,805000.0,268333.3333333333,4.0,104.0,3.0,SolidaCredit CMR 14,mobile_money,CMR,restructure,689.0,231.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,370.0,9.0,155600.0,167400.0,20.7,MIXTE,35.0,0,1,0,74.17884202604148,0.4746243266231925,0.0026954177897574,1.282,352700.0,0.06575040425464451,1
