applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,taux_defaut_historique,taux_remboursement_historique,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif,anomaly_score,is_anomaly
FIN-1023-1637,71,COG,Artisanat,89800.0,81.0,0.193,435.0,1,34.9,Urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,16.0,13800.0,15700.0,58.5,CAMTEL,2.0,0,0,0,64.26881888708441,0.1748329621380846,,0.0,44900.0,-0.14536346796735988,0
FIN-1017-1244,74,CAF,Artisanat,185100.0,117.0,0.199,416.0,2,61.3,Rural,2022-01-01,1,,,,,,,,,,,,,,,,,,,22.0,140800.0,112800.0,95.1,MTN,67.0,0,0,0,401.27518276224777,0.6094003241491086,,0.0,61700.0,-0.1475617096469094,0
FIN-1006-1450,55,CMR,Commerce,252900.0,7.0,0.155,842.0,1,,Urbain,2022-01-01,0,570000.0,285000.0,0.0,0.0,2.0,EsperoFin COG 13,banque,TCD,en_cours,657.0,238.0,0.0,1.0,0.0,1.0,0.0,0.5,17.0,48.0,108000.0,88600.0,62.9,MIXTE,13.0,0,0,0,165.99670603279978,0.3503361012257809,0.0555555555555555,0.0,126450.0,-0.10725029267758668,0
FIN-1019-1730,59,GAB,Commerce,418700.0,67.0,0.101,609.0,2,79.6,Urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,41.0,59800.0,33100.0,72.3,ORANGE,64.0,0,0,0,301.8081996134545,0.0790542154287079,,0.0,139566.66666666666,-0.18561779571474502,0
FIN-1046-1636,37,CAF,Artisanat,858900.0,16.0,0.124,333.0,2,40.7,Peri-urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,12.0,73800.0,78200.0,40.4,MTN,74.0,0,0,0,174.42651978686692,0.0910466876237047,,0.0,286300.0,-0.13865700880377835,0
FIN-1001-1931,47,GAB,Agriculture,288300.0,96.0,0.284,,0,82.8,Peri-urbain,2022-01-01,1,,,,,,,,,,,,,,,,,,,58.0,48200.0,42900.0,70.1,MTN,61.0,1,1,0,289.3121203916609,0.1488033298647242,,0.0,288300.0,-0.1430322410995304,0
FIN-1017-1757,45,TCD,Commerce,86800.0,24.0,0.048,368.0,2,65.3,Rural,2022-01-01,0,,,,,,,,,,,,,,,,,,,12.0,23400.0,27300.0,6.8,MTN,82.0,0,0,0,30.04811613301687,0.314516129032258,,0.0,28933.33333333333,-0.13353019014931922,0
FIN-1007-1279,56,COG,Commerce,56800.0,120.0,0.096,,2,61.7,Peri-urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,47.0,108700.0,69200.0,77.1,MIXTE,11.0,1,0,0,191.5863026986548,1.2183098591549295,,0.0,18933.33333333333,-0.14655599525677215,0
FIN-1032-1614,63,CMR,Pastoral,73100.0,83.0,0.499,306.0,2,,Urbain,2022-01-01,1,1035000.0,345000.0,0.0,0.0,3.0,PretRapide GAB 33,cooperative,CMR,rembourse,523.0,61.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,43.0,134700.0,110700.0,85.1,MTN,1.0,0,0,0,58.98682506565134,1.5143638850889194,0.0909090909090909,0.0,24366.666666666668,-0.0626891239752958,0
FIN-1012-1002,43,CMR,Commerce,134500.0,72.0,0.409,,0,71.5,Urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,45.0,25300.0,16200.0,47.5,ORANGE,71.0,1,1,0,203.14164065326264,0.1204460966542751,,0.0,134500.0,-0.1439814422024278,0
FIN-1040-1812,49,CMR,Agriculture,37000.0,8.0,0.556,573.0,0,92.6,Urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,24.0,57300.0,43700.0,64.0,MTN,48.0,0,1,0,249.0764990790801,1.181081081081081,,0.0,37000.0,-0.1566810181352185,0
FIN-1033-1984,26,COG,Agriculture,,101.0,1.362,682.0,1,80.3,Urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,55.0,31900.0,18800.0,61.8,MTN,42.0,0,0,0,232.44216714986212,,,0.3620000000000001,,-0.14994825440054138,0
FIN-1005-1940,65,COG,Commerce,95200.0,54.0,0.124,335.0,3,37.5,Peri-urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,42.0,70800.0,48000.0,92.3,MTN,24.0,0,0,0,297.1022386353349,0.5042016806722689,,0.0,23800.0,-0.15895313792494192,0
FIN-1005-1999,67,CAF,Service,415500.0,47.0,0.387,732.0,2,22.3,Urbain,2022-01-01,0,210000.0,210000.0,0.0,0.0,1.0,EsperoFin COG 12,banque,TCD,rembourse,491.0,574.0,0.0,1.0,0.0,0.0,0.0,1.0,319.0,31.0,34100.0,18800.0,76.1,MIXTE,46.0,0,0,0,292.9962324901354,0.0452466907340553,0.003125,0.0,138500.0,-0.15520670432888983,0
FIN-1016-1847,39,CMR,Agriculture,38000.0,105.0,0.669,632.0,3,58.6,Campagne,2022-01-01,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,9500.0,-0.19005918376001185,0
FIN-1034-1444,72,GAB,Artisanat,321200.0,1.0,0.289,744.0,3,87.0,Peri-urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,14.0,148200.0,118500.0,89.1,MTN,16.0,0,0,0,252.43930895540885,0.3689290161892901,,0.0,80300.0,-0.14000141465418797,0
FIN-1038-1839,56,TCD,Agriculture,257600.0,66.0,0.374,455.0,2,54.3,Rural,2022-01-01,0,,,,,,,,,,,,,,,,,,,34.0,117400.0,80100.0,78.7,MTN,75.0,0,0,0,340.8287138805343,0.3109472049689441,,0.0,85866.66666666667,-0.1807218647062962,0
FIN-1018-1177,30,CMR,Commerce,407300.0,0.0,0.328,366.0,1,,Rural,2022-01-01,0,,,,,,,,,,,,,,,,,,,55.0,100300.0,80600.0,81.5,ORANGE,77.0,0,0,0,355.0717693752017,0.1978885342499386,,0.0,203650.0,-0.15327345753136384,0
FIN-1026-1726,34,GAB,Service,182100.0,7.0,0.084,641.0,2,,Peri-urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,35.0,39500.0,32100.0,61.6,MIXTE,9.0,0,0,0,141.83924172843322,0.1762767710049423,,0.0,60700.0,-0.18030261915409201,0
FIN-1039-1417,32,CAF,Elevage,116200.0,62.0,0.385,489.0,0,73.1,Urbain,2022-01-01,0,,,,,,,,,,,,,,,,,,,27.0,98500.0,80600.0,47.5,ORANGE,40.0,0,1,0,176.39467316845463,0.693631669535284,,0.0,116200.0,-0.16931819679323024,0
FIN-1016-1120,25,CMR,Agriculture,53100.0,97.0,0.518,397.0,0,,Rural,2022-01-01,0,,,,,,,,,,,,,,,,,,,25.0,53700.0,47600.0,77.5,MTN,46.0,0,1,0,298.3864391325295,0.896421845574388,,0.0,53100.0,-0.1617731818546242,0
FIN-1033-1989,73,GAB,Commerce,427900.0,0.0,0.437,317.0,3,67.0,Urbain,2022-01-01,1,405000.0,405000.0,0.0,0.0,1.0,PretRapide GAB 29,mobile_money,CMR,rembourse,550.0,160.0,0.0,1.0,0.0,0.0,0.0,1.0,577.0,56.0,46800.0,31400.0,97.2,MTN,54.0,0,0,0,389.5127856045962,0.0733816312222482,0.0017301038062283,0.0,106975.0,-0.11639456691328653,0
FIN-1043-1841,24,CMR,Agriculture,47600.0,54.0,0.285,451.0,1,89.0,Rural,2022-01-01,0,,,,,,,,,,,,,,,,,,,30.0,198100.0,130300.0,98.7,MTN,53.0,0,0,0,393.7127253958939,2.7373949579831933,,0.0,23800.0,-0.1253418013412625,0
FIN-1021-1448,43,CAF,Commerce,341000.0,0.0,0.151,386.0,3,41.3,Peri-urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,85250.0,-0.18157793106347625,0
FIN-1045-1672,72,CMR,Service,258400.0,31.0,0.353,755.0,0,56.2,Rural,2022-01-02,0,210000.0,105000.0,0.0,0.0,2.0,SolidaCredit COG 17,microfinance,CMR,rembourse,676.0,877.0,0.0,2.0,0.0,0.0,0.0,1.0,265.0,,,,,,,0,1,0,,,0.0037593984962406,0.0,258400.0,-0.14254325564260134,0
FIN-1012-1323,19,CMR,Commerce,296800.0,4.0,0.1,660.0,3,,Peri-urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,39.0,65800.0,40200.0,58.7,MTN,1.0,0,0,0,40.68773949886879,0.1354447439353099,,0.0,74200.0,-0.15791491157183146,0
FIN-1008-1573,40,CMR,Agriculture,38000.0,75.0,0.155,,1,51.1,Urbain,2022-01-02,0,265000.0,132500.0,0.0,0.0,2.0,SolidaCredit COG 17,microfinance,CMR,rembourse,676.0,877.0,0.0,2.0,0.0,0.0,0.0,1.0,602.0,58.0,280600.0,248200.0,93.8,MIXTE,3.0,1,0,0,130.03441107304573,6.531578947368421,0.0016583747927031,0.0,19000.0,-0.03742883413381004,0
FIN-1039-1757,60,GAB,Artisanat,106200.0,0.0,0.132,578.0,4,83.2,Urbain,2022-01-02,0,760000.0,253333.3333333333,0.0,0.0,3.0,PretRapide GNQ 24,banque,GAB,rembourse,456.0,868.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,135.0,36.0,141400.0,76600.0,96.0,MTN,4.0,0,0,0,154.50603959367362,0.7212806026365348,0.0073529411764705,0.0,21240.0,-0.09515928410181762,0
FIN-1037-1619,46,CMR,Agriculture,233600.0,64.0,0.467,532.0,0,58.6,Urbain,2022-01-02,0,260000.0,260000.0,0.0,0.0,1.0,MicroFin GNQ 10,microfinance,CMR,en_cours,444.0,313.0,0.0,0.0,0.0,1.0,0.0,0.0,511.0,14.0,,87400.0,77.9,MTN,36.0,0,1,0,281.2905053949851,0.3741438356164384,0.001953125,0.0,233600.0,-0.11778032008230271,0
FIN-1024-1612,52,CMR,Commerce,345800.0,40.0,0.083,,2,66.9,Peri-urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,9.0,18400.0,10700.0,65.5,MTN,59.0,1,0,0,268.1795688255476,0.0309427414690572,,0.0,115266.66666666669,-0.15424665085456196,0
FIN-1006-1268,36,CMR,Artisanat,,25.0,0.498,705.0,3,63.3,Peri-urbain,2022-01-02,0,120000.0,120000.0,0.0,0.0,1.0,CreditPop TCD 38,microfinance,CMR,rembourse,478.0,588.0,0.0,1.0,0.0,0.0,0.0,1.0,569.0,18.0,65200.0,49500.0,46.0,ORANGE,76.0,0,0,0,199.81504940526943,,0.0017543859649122,0.0,,-0.15730073311038,0
FIN-1041-1833,57,GAB,Agriculture,317100.0,22.0,0.589,581.0,1,73.7,Urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,21.0,55400.0,29900.0,95.0,MTN,44.0,0,0,0,361.6329365281804,0.0942920214443393,,0.0,158550.0,-0.17658734409832771,0
FIN-1049-1676,49,CMR,Commerce,96100.0,72.0,0.284,373.0,2,,Urbain,2022-01-02,0,630000.0,630000.0,0.0,0.0,1.0,CapSud CMR 21,cooperative,GNQ,rembourse,625.0,168.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,22.0,36400.0,24100.0,58.1,ORANGE,51.0,0,0,0,229.5672600495809,0.250780437044745,0.025,0.0,32033.33333333333,-0.15486978233708187,0
FIN-1038-1452,61,CMR,Commerce,70200.0,20.0,0.255,,1,72.9,Peri-urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,35.0,,64600.0,63.3,ORANGE,18.0,1,0,0,186.3829873812357,0.9202279202279202,,0.0,35100.0,-0.1627509705160004,0
FIN-1037-1302,29,RCA,Commerce,53000.0,120.0,0.142,657.0,2,51.1,Urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,17666.666666666668,-0.19166557283766178,0
FIN-1029-1083,20,TCD,Artisanat,112000.0,90.0,0.3,812.0,0,,Peri-urbain,2022-01-02,0,660000.0,660000.0,0.0,0.0,1.0,SolidaCredit CAF 1,banque,GAB,rembourse,530.0,1146.0,0.0,1.0,0.0,0.0,0.0,1.0,364.0,17.0,133600.0,93500.0,75.0,ORANGE,22.0,0,1,0,235.16206619468625,0.8348214285714286,0.0027397260273972,0.0,112000.0,-0.12183564408720132,0
FIN-1002-1643,68,TCD,Commerce,,42.0,0.159,719.0,0,65.0,Rural,2022-01-02,0,650000.0,650000.0,0.0,0.0,1.0,AfriFin GAB 42,mobile_money,COG,rembourse,681.0,444.0,0.0,1.0,0.0,0.0,0.0,1.0,534.0,49.0,110300.0,96500.0,86.3,MTN,1.0,0,1,0,59.81860168232328,,0.0018691588785046,0.0,,-0.11292288531763828,0
FIN-1003-1251,62,GAB,Commerce,649000.0,89.0,0.301,402.0,2,,Urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,13.0,50100.0,44900.0,68.8,ORANGE,2.0,0,0,0,75.58452546036594,0.0691833590138674,,0.0,216333.3333333333,-0.15507162723471501,0
FIN-1016-1683,53,GAB,Service,549000.0,0.0,0.203,531.0,0,71.0,Urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,27.0,103200.0,80800.0,37.4,ORANGE,64.0,0,1,0,156.12208389409682,0.1471766848816029,,0.0,549000.0,-0.13662060138742088,0
FIN-1020-1993,73,CAF,Elevage,84400.0,26.0,0.144,845.0,0,83.7,Urbain,2022-01-02,0,1110000.0,1110000.0,0.0,0.0,1.0,BarakaCredit GAB 32,microfinance,CMR,rembourse,697.0,1152.0,0.0,1.0,0.0,0.0,0.0,1.0,230.0,,,,,,,0,1,0,,,0.0043290043290043,0.0,84400.0,-0.11577690594706436,0
FIN-1016-1924,45,COG,Service,439700.0,85.0,0.316,,2,58.7,Urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,24.0,72500.0,45200.0,64.2,ORANGE,73.0,1,0,0,276.3209789837077,0.1027973618376165,,0.0,146566.66666666666,-0.16830642223314318,0
FIN-1036-1046,57,CMR,Commerce,131300.0,53.0,0.231,359.0,1,,Rural,2022-01-02,1,870000.0,290000.0,0.0,0.0,3.0,BarakaCredit COG 28,cooperative,CMR,rembourse,597.0,885.0,0.0,3.0,0.0,0.0,0.0,1.0,150.0,54.0,19500.0,11500.0,41.2,ORANGE,27.0,0,0,0,137.2868258192184,0.0875856816450875,0.0066225165562913,0.0,65650.0,-0.12971190321696124,0
FIN-1005-1787,64,CAF,Commerce,85700.0,4.0,0.354,435.0,0,44.9,Urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,21.0,42000.0,34000.0,68.7,CAMTEL,33.0,0,1,0,242.2609680411303,0.396732788798133,,0.0,85700.0,-0.16468831804902762,0
FIN-1045-1537,60,CMR,Service,,5.0,0.089,632.0,2,64.2,Peri-urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,20.0,177600.0,151200.0,,ORANGE,12.0,0,0,0,,,,0.0,,-0.16905220400710996,0
FIN-1035-1066,66,COG,Agriculture,189900.0,49.0,0.161,,2,79.7,Peri-urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,41.0,31900.0,24800.0,19.2,MTN,56.0,1,0,0,77.62658434242336,0.1305950500263296,,0.0,63300.0,-0.14735379097959145,0
FIN-1030-1196,20,COG,Commerce,162700.0,14.0,0.072,825.0,1,71.5,Rural,2022-01-02,0,55000.0,55000.0,0.0,0.0,1.0,SolidaCredit CMR 41,microfinance,CMR,en_cours,582.0,252.0,0.0,0.0,0.0,1.0,0.0,0.0,579.0,32.0,74600.0,57700.0,62.3,MIXTE,83.0,0,0,0,276.0398865679384,0.3546404425322679,0.0017241379310344,0.0,81350.0,-0.1117533298613389,0
FIN-1024-1251,75,COG,Agriculture,109900.0,83.0,0.196,,1,,Urbain,2022-01-02,0,910000.0,455000.0,0.0,0.0,2.0,PretRapide GNQ 7,cooperative,COG,rembourse,514.0,651.0,0.0,2.0,0.0,0.0,0.0,1.0,373.0,,,,,,,1,0,0,,,0.0026737967914438,0.0,54950.0,-0.16520636468749444,0
FIN-1004-1887,25,COG,Commerce,271900.0,80.0,0.418,,1,80.0,Urbain,2022-01-02,0,1125000.0,375000.0,0.0,0.0,3.0,CapSud CAF 38,mobile_money,CAF,rembourse,536.0,444.0,0.0,2.0,0.0,1.0,0.0,0.6666666666666666,129.0,18.0,259700.0,197700.0,31.6,MTN,17.0,1,0,0,91.3357475495188,0.7271055535123208,0.0076923076923076,0.0,135950.0,-0.07467441422803422,0
FIN-1025-1623,26,CMR,Service,104300.0,68.0,0.155,688.0,1,,Urbain,2022-01-02,0,125000.0,125000.0,0.0,0.0,1.0,MicroFin CAF 47,microfinance,COG,rembourse,482.0,473.0,0.0,1.0,0.0,0.0,0.0,1.0,298.0,,,,,,,0,0,0,,,0.0033444816053511,0.0,52150.0,-0.18461157153960756,0
FIN-1032-1998,36,CMR,Artisanat,119600.0,0.0,0.425,525.0,3,41.3,Peri-urbain,2022-01-02,0,,,,,,,,,,,,,,,,,,,50.0,80700.0,65600.0,89.6,MTN,16.0,0,0,0,253.85591562743696,0.5484949832775919,,0.0,29900.0,-0.16241975470730569,0
FIN-1000-1190,37,TCD,Commerce,30000.0,67.0,2.946,400.0,4,72.4,Rural,2022-01-02,0,520000.0,260000.0,0.0,0.0,2.0,NovaMoney CAF 33,microfinance,GAB,rembourse,483.0,193.0,0.0,2.0,0.0,0.0,0.0,1.0,335.0,,,,,,,0,0,0,,,0.0029761904761904,1.946,6000.0,-0.07620230754453572,0
FIN-1033-1304,73,CMR,Commerce,128400.0,14.0,1.047,338.0,4,25.3,Rural,2022-01-02,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0469999999999999,25680.0,-0.1414061093996996,0
FIN-1009-1288,44,CMR,Elevage,340200.0,74.0,0.117,598.0,1,57.8,Urbain,2022-01-02,0,985000.0,492500.0,0.0,0.0,2.0,AllianceFin TCD 18,mobile_money,GAB,rembourse,637.0,179.0,0.0,2.0,0.0,0.0,0.0,1.0,288.0,13.0,95500.0,66600.0,87.4,MIXTE,57.0,0,0,0,354.8827191217571,0.1957671957671957,0.0034602076124567,0.0,170100.0,-0.1544605975024499,0
FIN-1009-1628,41,TCD,Agriculture,,0.0,0.817,,2,39.4,Rural,2022-01-02,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0.0,,-0.16741387409057884,0
FIN-1041-1173,21,CMR,Artisanat,943500.0,77.0,2.415,482.0,2,51.6,Rural,2022-01-02,0,,,,,,,,,,,,,,,,,,,55.0,53600.0,31500.0,85.2,ORANGE,57.0,0,0,0,345.94974449855494,0.0333863275039745,,1.415,314500.0,-0.06808633995316576,0
FIN-1040-1310,61,CMR,Commerce,185600.0,29.0,0.59,485.0,1,60.9,Rural,2022-01-03,0,,,,,,,,,,,,,,,,,,,36.0,48800.0,38300.0,81.6,MTN,16.0,0,0,0,231.19020887498723,0.2063577586206896,,0.0,92800.0,-0.189225137142761,0
FIN-1027-1462,39,CMR,Artisanat,204200.0,91.0,0.346,333.0,0,,Peri-urbain,2022-01-03,0,,,,,,,,,,,,,,,,,,,10.0,108200.0,56200.0,94.9,ORANGE,14.0,0,1,0,256.9939640845997,0.2752203721841332,,0.0,204200.0,-0.15156577056861337,0
FIN-1007-1735,63,CMR,Commerce,37100.0,53.0,0.237,825.0,0,25.8,Semi-urbain,2022-01-03,0,845000.0,422500.0,0.0,0.0,2.0,BarakaCredit CAF 35,banque,CAF,rembourse,684.0,501.0,0.0,2.0,0.0,0.0,0.0,1.0,421.0,30.0,108400.0,89700.0,63.1,MTN,4.0,0,1,0,101.55553227459173,2.417789757412399,0.0023696682464454,0.0,37100.0,-0.09352020653703003,0
FIN-1035-1102,23,GAB,Artisanat,170900.0,52.0,0.151,710.0,2,67.3,Urbain,2022-01-03,0,,,,,,,,,,,,,,,,,,,14.0,297900.0,344400.0,29.7,MTN,60.0,0,0,0,122.09295376594734,2.01521357519017,,0.0,56966.66666666666,-0.11534806084870308,0
FIN-1005-1277,25,COG,Commerce,134500.0,106.0,0.648,331.0,0,60.3,Urbain,2022-01-03,0,,,,,,,,,,,,,,,,,,,26.0,46100.0,26000.0,78.0,MTN,53.0,0,1,0,311.1407556320134,0.1933085501858736,,0.0,134500.0,-0.1569264639285522,0
FIN-1017-1658,60,CMR,Artisanat,37000.0,79.0,0.322,681.0,2,,Peri-urbain,2022-01-03,1,,,,,,,,,,,,,,,,,,,43.0,20900.0,15100.0,64.4,MTN,74.0,0,0,0,278.0462345117384,0.4081081081081081,,0.0,12333.333333333334,-0.17665996743647694,0
FIN-1021-1291,36,CMR,Commerce,195200.0,61.0,0.65,508.0,1,71.3,Urbain,2022-01-03,0,,,,,,,,,,,,,,,,,,,45.0,27800.0,22300.0,92.8,MTN,78.0,0,0,0,405.4847607089396,0.1142418032786885,,0.0,97600.0,-0.16120378939389024,0
FIN-1033-1418,35,CMR,Artisanat,74500.0,114.0,0.45,553.0,2,,Rural,2022-01-03,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,24833.33333333333,-0.1981133166408427,0
FIN-1006-1845,27,CMR,Artisanat,88200.0,0.0,0.267,373.0,1,,Urbain,2022-01-03,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,44100.0,-0.1909591020483441,0
